,weekend,top10gross,top10percentchange,overallgross,overallpercentchange,numreleases,num1release,RTLink,weeknum,weekendlink,num1link
30,Mar 15-17,126418468,-36.2,139804590,-33.6,122,Captain Marvel,https://www.rottentomatoes.com/m/captain_marvel,11,https://www.boxofficemojo.com/weekend/2019W11/?ref_=bo_wey_table_39,https://www.boxofficemojo.com/release/rl3009644033/?ref_=bo_wey_table_39
29,Mar 22-24,139284316,10.2,148803456,6.4,117,Us,https://www.rottentomatoes.com/m/us_2019,12,https://www.boxofficemojo.com/weekend/2019W12/?ref_=bo_wey_table_38,https://www.boxofficemojo.com/release/rl1711506945/?ref_=bo_wey_table_38
28,Mar 29-31,129484146,-7.0,137830324,-7.4,120,Dumbo,https://www.rottentomatoes.com/m/dumbo_2019,13,https://www.boxofficemojo.com/weekend/2019W13/?ref_=bo_wey_table_37,https://www.boxofficemojo.com/release/rl2675869185/?ref_=bo_wey_table_37
27,Apr 5-7,137908217,6.5,146937939,6.6,117,Shazam!,https://www.rottentomatoes.com/m/shazam,14,https://www.boxofficemojo.com/weekend/2019W14/?ref_=bo_wey_table_36,https://www.boxofficemojo.com/release/rl1196197377/?ref_=bo_wey_table_36
26,Apr 12-14,100437182,-27.2,111173940,-24.3,119,Shazam!,https://www.rottentomatoes.com/m/shazam,15,https://www.boxofficemojo.com/weekend/2019W15/?ref_=bo_wey_table_35,https://www.boxofficemojo.com/release/rl1196197377/?ref_=bo_wey_table_35
42,Apr 19-21,95280443,-5.1,109193341,-1.8,122,The Curse of La Llorona,https://www.rottentomatoes.com/m/the_curse_of_la_llorona_2019,16,https://www.boxofficemojo.com/weekend/2019W16/?ref_=bo_wey_table_34,https://www.boxofficemojo.com/release/rl402884097/?ref_=bo_wey_table_34
25,Apr 26-28,396469872,316.1,402087399,268.2,114,Avengers: Endgame,https://www.rottentomatoes.com/m/avengers_endgame,17,https://www.boxofficemojo.com/weekend/2019W17/?ref_=bo_wey_table_32,https://www.boxofficemojo.com/release/rl3059975681/?ref_=bo_wey_table_32
24,May 3-5,193910218,-51.1,199858498,-50.3,113,Avengers: Endgame,https://www.rottentomatoes.com/m/avengers_endgame,18,https://www.boxofficemojo.com/weekend/2019W18/?ref_=bo_wey_table_31,https://www.boxofficemojo.com/release/rl3059975681/?ref_=bo_wey_table_31
23,May 10-12,160271263,-17.3,168253370,-15.8,113,Avengers: Endgame,https://www.rottentomatoes.com/m/avengers_endgame,19,https://www.boxofficemojo.com/weekend/2019W19/?ref_=bo_wey_table_30,https://www.boxofficemojo.com/release/rl3059975681/?ref_=bo_wey_table_30
22,May 17-19,139901024,-12.7,148365208,-11.8,115,John Wick: Chapter 3 - Parabellum,https://www.rottentomatoes.com/m/john_wick_chapter_3_parabellum,20,https://www.boxofficemojo.com/weekend/2019W20/?ref_=bo_wey_table_29,https://www.boxofficemojo.com/release/rl1476560385/?ref_=bo_wey_table_29
41,May 24-26,173109025,23.7,181249523,22.2,106,Aladdin,https://www.rottentomatoes.com/m/aladdin,21,https://www.boxofficemojo.com/weekend/2019W21/?ref_=bo_wey_table_28,https://www.boxofficemojo.com/release/rl3246360065/?ref_=bo_wey_table_28
21,May 31-Jun 2,167597113,-3.2,174090953,-3.9,106,Godzilla: King of the Monsters,https://www.rottentomatoes.com/m/godzilla_king_of_the_monsters_2019,22,https://www.boxofficemojo.com/weekend/2019W22/?ref_=bo_wey_table_26,https://www.boxofficemojo.com/release/rl2991883777/?ref_=bo_wey_table_26
20,Jun 7-9,158327825,-5.5,165733750,-4.8,101,The Secret Life of Pets 2,https://www.rottentomatoes.com/m/the_secret_life_of_pets_2,23,https://www.boxofficemojo.com/weekend/2019W23/?ref_=bo_wey_table_25,https://www.boxofficemojo.com/release/rl1719436801/?ref_=bo_wey_table_25
19,Jun 14-16,123601448,-21.9,135914033,-18.0,100,Men in Black: International,https://www.rottentomatoes.com/m/men_in_black_international,24,https://www.boxofficemojo.com/weekend/2019W24/?ref_=bo_wey_table_24,https://www.boxofficemojo.com/release/rl2986509825/?ref_=bo_wey_table_24
18,Jun 21-23,189899923,53.6,203833169,50.0,102,Toy Story 4,https://www.rottentomatoes.com/m/toy_story_4,25,https://www.boxofficemojo.com/weekend/2019W25/?ref_=bo_wey_table_23,https://www.boxofficemojo.com/release/rl3798500865/?ref_=bo_wey_table_23
17,Jun 28-30,138825078,-26.9,151841304,-25.5,96,Toy Story 4,https://www.rottentomatoes.com/m/toy_story_4,26,https://www.boxofficemojo.com/weekend/2019W26/?ref_=bo_wey_table_22,https://www.boxofficemojo.com/release/rl3798500865/?ref_=bo_wey_table_22
16,Jul 5-7,174209668,25.5,183814074,21.1,96,Spider-Man: Far from Home,https://www.rottentomatoes.com/m/spider_man_far_from_home,27,https://www.boxofficemojo.com/weekend/2019W27/?ref_=bo_wey_table_21,https://www.boxofficemojo.com/release/rl3791750657/?ref_=bo_wey_table_21
15,Jul 12-14,114124922,-34.5,126932873,-30.9,103,Spider-Man: Far from Home,https://www.rottentomatoes.com/m/spider_man_far_from_home,28,https://www.boxofficemojo.com/weekend/2019W28/?ref_=bo_wey_table_20,https://www.boxofficemojo.com/release/rl3791750657/?ref_=bo_wey_table_20
14,Jul 19-21,253574574,122.2,263882516,107.9,102,The Lion King,https://www.rottentomatoes.com/m/the_lion_king_2019,29,https://www.boxofficemojo.com/weekend/2019W29/?ref_=bo_wey_table_19,https://www.boxofficemojo.com/release/rl3321923073/?ref_=bo_wey_table_19
13,Jul 26-28,155622904,-38.6,162868015,-38.3,97,The Lion King,https://www.rottentomatoes.com/m/the_lion_king_2019,30,https://www.boxofficemojo.com/weekend/2019W30/?ref_=bo_wey_table_18,https://www.boxofficemojo.com/release/rl3321923073/?ref_=bo_wey_table_18
12,Aug 2-4,143893312,-7.5,148998871,-8.5,97,Fast & Furious Presents: Hobbs & Shaw,https://www.rottentomatoes.com/m/fast_and_furious_presents_hobbs_and_shaw,31,https://www.boxofficemojo.com/weekend/2019W31/?ref_=bo_wey_table_17,https://www.boxofficemojo.com/release/rl2919400961/?ref_=bo_wey_table_17
11,Aug 9-11,121235199,-15.7,132104260,-11.3,92,Fast & Furious Presents: Hobbs & Shaw,https://www.rottentomatoes.com/m/fast_and_furious_presents_hobbs_and_shaw,32,https://www.boxofficemojo.com/weekend/2019W32/?ref_=bo_wey_table_16,https://www.boxofficemojo.com/release/rl2919400961/?ref_=bo_wey_table_16
10,Aug 16-18,101857634,-16.0,120307107,-8.9,101,Good Boys,https://www.rottentomatoes.com/m/good_boys_2019,33,https://www.boxofficemojo.com/weekend/2019W33/?ref_=bo_wey_table_15,https://www.boxofficemojo.com/release/rl1275299329/?ref_=bo_wey_table_15
9,Aug 23-25,87899112,-13.7,108764687,-9.6,98,Angel Has Fallen,https://www.rottentomatoes.com/m/angel_has_fallen,34,https://www.boxofficemojo.com/weekend/2019W34/?ref_=bo_wey_table_14,https://www.boxofficemojo.com/release/rl1745257985/?ref_=bo_wey_table_14
40,Aug 30-Sep 1,63928598,-27.3,91695023,-15.7,99,Angel Has Fallen,https://www.rottentomatoes.com/m/angel_has_fallen,35,https://www.boxofficemojo.com/weekend/2019W35/?ref_=bo_wey_table_13,https://www.boxofficemojo.com/release/rl1745257985/?ref_=bo_wey_table_13
8,Sep 6-8,123496912,93.2,138423527,51.0,92,It Chapter Two,https://www.rottentomatoes.com/m/it_chapter_two,36,https://www.boxofficemojo.com/weekend/2019W36/?ref_=bo_wey_table_11,https://www.boxofficemojo.com/release/rl1107461633/?ref_=bo_wey_table_11
7,Sep 13-15,97031904,-21.4,110793853,-20.0,106,It Chapter Two,https://www.rottentomatoes.com/m/it_chapter_two,37,https://www.boxofficemojo.com/weekend/2019W37/?ref_=bo_wey_table_10,https://www.boxofficemojo.com/release/rl1107461633/?ref_=bo_wey_table_10
6,Sep 20-22,113373910,16.8,123431530,11.4,106,Downton Abbey,https://www.rottentomatoes.com/m/downton_abbey,38,https://www.boxofficemojo.com/weekend/2019W38/?ref_=bo_wey_table_9,https://www.boxofficemojo.com/release/rl2399634945/?ref_=bo_wey_table_9
5,Sep 27-29,83354126,-26.5,94527126,-23.4,111,Abominable,https://www.rottentomatoes.com/m/abominable,39,https://www.boxofficemojo.com/weekend/2019W39/?ref_=bo_wey_table_8,https://www.boxofficemojo.com/release/rl4144072193/?ref_=bo_wey_table_8
4,Oct 4-6,142713298,71.2,150554448,59.3,107,Joker,https://www.rottentomatoes.com/m/joker_2019,40,https://www.boxofficemojo.com/weekend/2019W40/?ref_=bo_wey_table_7,https://www.boxofficemojo.com/release/rl252151297/?ref_=bo_wey_table_7
39,Oct 11-13,132906213,-6.9,141310420,-6.1,100,Joker,https://www.rottentomatoes.com/m/joker_2019,41,https://www.boxofficemojo.com/weekend/2019W41/?ref_=bo_wey_table_6,https://www.boxofficemojo.com/release/rl252151297/?ref_=bo_wey_table_6
3,Oct 18-20,129825817,-2.3,137734792,-2.5,111,Maleficent: Mistress of Evil,https://www.rottentomatoes.com/m/maleficent_mistress_of_evil,42,https://www.boxofficemojo.com/weekend/2019W42/?ref_=bo_wey_table_4,https://www.boxofficemojo.com/release/rl939755009/?ref_=bo_wey_table_4
2,Oct 25-27,91497737,-29.5,107575317,-21.9,113,Maleficent: Mistress of Evil,https://www.rottentomatoes.com/m/maleficent_mistress_of_evil,43,https://www.boxofficemojo.com/weekend/2019W43/?ref_=bo_wey_table_3,https://www.boxofficemojo.com/release/rl939755009/?ref_=bo_wey_table_3
1,Nov 1-3,99329393,8.6,115460524,7.3,83,Terminator: Dark Fate,https://www.rottentomatoes.com/m/terminator_dark_fate,44,https://www.boxofficemojo.com/weekend/2019W44/?ref_=bo_wey_table_2,https://www.boxofficemojo.com/release/rl3103950337/?ref_=bo_wey_table_2
0,Nov 8-10,100490654,1.2,121162567,4.9,83,Midway,https://www.rottentomatoes.com/m/midway_2019,45,https://www.boxofficemojo.com/weekend/2019W45/?ref_=bo_wey_table_1,https://www.boxofficemojo.com/release/rl2634515969/?ref_=bo_wey_table_1
